track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,popularity,decade
"The Aftermath (From ""Stagecoach"")",Jerry goldsmith,spotify:track:6Rt6SJijLoLxTYwGX73JMQ,-0.2737976569759277,-2.026888105349739,1.3539534106244613,-1.294359473108648,0.6649977355446168,-0.14345509616378224,1.3625351830766335,1.2012508721779303,-0.3904731866728122,-1.5727770198652242,0.1941543369659729,-0.48322615402058794,0.25138562771624845,-0.22116717282006323,-0.7133940279510032,-0.999927008187151,60s
Ride Away,Roy orbison,spotify:track:1nxSCulSg5AtmExqgHPPC0,-0.11069863717614985,-0.6671689947932962,1.0710693110705254,-0.41225505896199055,0.6649977355446168,-0.48141357311795,1.2445075908204206,-0.5047642753893425,-0.3210908578217293,-0.7198983207462301,0.032772900193713164,-0.22949430529072046,0.25138562771624845,-0.13477657258522013,-0.3028821982788652,1.0000729971410425,60s
Caboclo Nordestino,Luiz gonzaga,spotify:track:1IFkSZaIT1j6O4GO6N3Pqd,0.9972498766361327,-0.05757148962388655,-0.909119385807026,0.30416058582520933,-1.503764519109264,-0.5185773918895423,0.25602650567463553,-0.5087179605517232,-0.5408015658501588,1.565666965050724,-0.6384927736718216,-0.8436588603591793,0.25138562771624845,0.489557274851859,-0.9186499427870721,-0.999927008187151,60s
P.T. 109,Jimmy dean,spotify:track:3vfNUZeVUiwWXwsEXjagqL,1.1603488964359105,0.34222947155864875,-0.909119385807026,-0.035124825976770704,0.6649977355446168,0.8483543173030881,0.5274899678639258,-0.5087179605517232,-0.8830877215155017,1.1130427431498542,-0.8698771888736158,-0.35680572717048503,0.25138562771624845,2.0251836300159414,-1.123905857623141,1.0000729971410425,60s
Bye Bye Baby,Mary wells,spotify:track:4HnfN3T1gJ88zmHiafIYcW,0.32798148504394165,-0.520707256538308,-0.3433511866991542,-0.8955767304912263,-1.503764519109264,-0.3838585488425202,1.3802393219150655,1.043103465682702,2.2344915881931624,1.083117174759714,0.19033974167599813,-0.5526060877453719,0.25138562771624845,0.897792557978433,-0.5081381131149342,1.0000729971410425,60s
A Festa dos Seus 15 Anos,Leño,spotify:track:6ON2VernjxCS5z6lHdoGFl,-0.10507453304512303,-0.7265453751669397,-0.06046708714521829,-0.39116739740715045,0.6649977355446168,-0.30953091129933546,0.6248627314753014,-0.505775759843385,1.5059771352567903,0.21153499539688214,-1.2615089719776773,-0.4646245313730296,0.25138562771624845,0.4344797026257414,-0.5081381131149342,-0.999927008187151,60s
My Empty Arms,Jackie wilson,spotify:track:7CHmNiReghVLKbD032HHwz,-1.033051714664548,-0.5127904058218221,0.2224170124087176,0.6673578995688384,0.6649977355446168,-0.49883411316713394,1.651702784104356,-0.5080392445988479,-0.42516435109835377,-0.8583040745506282,-1.5442701435624628,-0.5246994509672906,0.25138562771624845,-1.1498437645332262,0.5181414610654107,1.0000729971410425,60s
Alfômega - Remastered 2006,Caetano veloso,spotify:track:4DEodNc5zttV2UGiKMqtGw,-0.26254944871387403,0.34222947155864875,1.6368375101783972,0.3789088147294192,0.6649977355446168,0.2757992343532437,-0.9537563149515492,-0.5085723331482422,0.8641905933842723,-0.08772068850451922,0.1412311230329914,1.0328102945621624,0.25138562771624845,2.636267249823486,0.7233973759014797,-0.999927008187151,60s
"Parsifal: ""Wehevolles Erbe, dem ich verfallen""",Staatskapelle berlin,spotify:track:1NI44QQk2rKTSOqrm6eT0Q,-2.2084894780491524,-1.3203091789033778,-1.192003485360962,-1.275719486555709,0.6649977355446168,-0.2619147684982328,1.7697303763605687,-0.12982313249023933,-0.5118922621622075,-1.8843770007275589,-1.5257126529625864,1.9304121364248679,0.25138562771624845,1.8910382286853757,1.5444210352457557,-0.999927008187151,60s
Let The Good Times Roll,Shirley & lee,spotify:track:2ePDfIXoP2HmC1hfsujb2J,-0.21193251153463263,-0.5325825326130367,-1.192003485360962,0.12416233183925326,0.6649977355446168,-0.048222810561576894,0.3445471998667953,-0.5087179605517232,-0.6893953868062284,1.4833716519778384,0.7440746417423145,-0.7499698924289102,0.25138562771624845,-1.115528074156261,-0.9186499427870721,1.0000729971410425,60s
